Date,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Source_File
2014-03-01,75.84109589041095,806.0383561643836,506.0493150684932,147.02739726027397,472.2630136986301,402.84657534246577,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-04-01,102.8560411311054,735.0694087403599,562.9228791773779,173.560411311054,376.1748071979434,418.0231362467866,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-05-01,105.70428893905192,696.2212189616253,573.0925507900678,178.44243792325057,427.11512415349887,466.0654627539503,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-06-01,95.46444444444444,694.0688888888889,568.6511111111112,155.5088888888889,446.1022222222222,469.62,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-07-01,93.79372197309416,711.2825112107623,573.0470852017937,134.2443946188341,541.4529147982063,510.4506726457399,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-08-01,87.07951807228916,717.9614457831325,546.3036144578314,133.93734939759037,527.6313253012048,483.51807228915663,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-09-01,76.31880108991825,738.5122615803815,497.9482288828338,116.89100817438693,520.6839237057221,413.9591280653951,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-10-01,58.60588235294118,783.8176470588236,425.2676470588235,100.15,573.1235294117647,369.4764705882353,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-11-01,53.80141843971632,800.0248226950355,359.3723404255319,108.22695035460993,455.36879432624113,287.65248226950354,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2014-12-01,58.88530465949821,737.8888888888889,302.98566308243727,93.90322580645162,285.44802867383515,184.7168458781362,monthly_daylight_avg_623099_40.01_-99.74_2014.csv
2015-01-01,49.76610169491526,786.9796610169492,327.64406779661016,90.51525423728812,478.671186440678,265.8542372881356,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-02-01,63.13286713286713,817.2342657342657,421.65734265734267,141.74125874125875,399.57342657342656,315.96853146853147,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-03-01,68.03287671232877,815.2904109589041,501.6931506849315,120.27123287671232,585.0876712328767,442.758904109589,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-04-01,103.20308483290488,728.758354755784,559.521850899743,182.56298200514135,390.6992287917738,433.82519280205656,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
2015-05-01,101.96162528216703,696.4875846501129,570.3205417607223,170.82618510158014,336.81264108352144,403.8735891647855,monthly_daylight_avg_623099_40.01_-99.74_2015.csv
